raceID,raceDay,raceClass,racePlace,raceNumber,name,type,distance
202411020112,20241102,2勝,東京,12R,3歳以上2勝クラス,芝,2000
202411020301,20241102,未勝利,京都,1R,2歳未勝利,ダート,1800
202411020302,20241102,未勝利,京都,2R,2歳未勝利,ダート,1200
202411020303,20241102,未勝利,京都,3R,2歳未勝利,芝,1400
202411020304,20241102,未勝利,京都,4R,2歳未勝利,芝,1800
202411020305,20241102,新馬,京都,5R,2歳新馬,ダート,1400
202411020306,20241102,新馬,京都,6R,2歳新馬,芝,1600
202411020307,20241102,1勝,京都,7R,3歳以上1勝クラス,ダート,1800
202411020308,20241102,1勝,京都,8R,3歳以上1勝クラス,ダート,1400
202411020309,20241102,2勝,京都,9R,衣笠特別,ダート,1800
202411020310,20241102,3勝,京都,10R,貴船ステークス,ダート,1200
202411020311,20241102,GⅢ,京都,11R,第29回 ファンタジーステークス,芝,1400
202411020312,20241102,2勝,京都,12R,3歳以上2勝クラス,芝,1800
202411020801,20241102,未勝利,福島,1R,2歳未勝利,ダート,1700
202411020802,20241102,未勝利,福島,2R,2歳未勝利,芝,1200
202411020803,20241102,未勝利,福島,3R,2歳未勝利,芝,1800
202411020804,20241102,1勝,福島,4R,3歳以上1勝クラス,ダート,1150
202411020805,20241102,新馬,福島,5R,2歳新馬,芝,1200
202411020806,20241102,1勝,福島,6R,3歳以上1勝クラス,ダート,2400
202411020807,20241102,1勝,福島,7R,3歳以上1勝クラス,芝,1800
202411020808,20241102,1勝,福島,8R,3歳以上1勝クラス,ダート,1700
202411020809,20241102,1勝,福島,9R,三春駒特別,芝,2000
202411020810,20241102,2勝,福島,10R,三陸特別,芝,2600
202411020811,20241102,3勝,福島,11R,フルーツラインカップ,ダート,1150
202411020812,20241102,1勝,福島,12R,3歳以上1勝クラス,芝,1200
202411030101,20241103,未勝利,東京,1R,2歳未勝利,芝,1400
202411030102,20241103,未勝利,東京,2R,2歳未勝利,ダート,1600
202411030103,20241103,未勝利,東京,3R,2歳未勝利,芝,2000
202411030104,20241103,新馬,東京,4R,2歳新馬,芝,1400
202411030105,20241103,新馬,東京,5R,2歳新馬,芝,1800
202411030106,20241103,1勝,東京,6R,3歳以上1勝クラス,ダート,1400
202411030107,20241103,1勝,東京,7R,3歳以上1勝クラス,ダート,1600
202411030108,20241103,2勝,東京,8R,3歳以上2勝クラス,ダート,1300
202411030109,20241103,1勝,東京,9R,百日草特別,芝,2000
202411030110,20241103,3勝,東京,10R,錦秋ステークス,ダート,1600
202411030111,20241103,GⅡ,東京,11R,第62回 アルゼンチン共和国杯,芝,2500
202411030112,20241103,2勝,東京,12R,3歳以上2勝クラス,芝,1400
202411030301,20241103,未勝利,京都,1R,2歳未勝利,ダート,1400
202411030302,20241103,未勝利,京都,2R,2歳未勝利,ダート,1800
202411030303,20241103,未勝利,京都,3R,2歳未勝利,芝,2000
202411030304,20241103,新馬,京都,4R,2歳新馬,芝,1200
202411030305,20241103,新馬,京都,5R,2歳新馬,芝,1800
202411030306,20241103,1勝,京都,6R,3歳以上1勝クラス,ダート,1800
202411030307,20241103,2勝,京都,7R,3歳以上2勝クラス,ダート,1200
202411030308,20241103,2勝,京都,8R,3歳以上2勝クラス,ダート,1400
202411030309,20241103,1勝,京都,9R,もちの木賞,ダート,1800
202411030310,20241103,3勝,京都,10R,醍醐ステークス,芝,1200
202411030311,20241103,GⅢ,京都,11R,第14回 みやこステークス,ダート,1800
202411030312,20241103,1勝,京都,12R,3歳以上1勝クラス,芝,1600
202411030801,20241103,未勝利,福島,1R,2歳未勝利,ダート,1150
202411030802,20241103,未勝利,福島,2R,2歳未勝利,芝,1200
202411030803,20241103,1勝,福島,3R,3歳以上1勝クラス,ダート,1700
202411030804,20241103,未勝利,福島,4R,障害3歳以上未勝利,障害,2750
202411030805,20241103,未勝利,福島,5R,障害3歳以上未勝利,障害,2750
202411030806,20241103,新馬,福島,6R,2歳新馬,ダート,1700
202411030807,20241103,1勝,福島,7R,3歳以上1勝クラス,芝,2600
202411030808,20241103,1勝,福島,8R,3歳以上1勝クラス,芝,1200
202411030809,20241103,1勝,福島,9R,土湯温泉特別,芝,1800
202411030810,20241103,2勝,福島,10R,河北新報杯,ダート,1700
202411030811,20241103,オープン,福島,11R,みちのくステークス,芝,1200
202411030812,20241103,1勝,福島,12R,3歳以上1勝クラス,ダート,1150
202411090101,20241109,未勝利,東京,1R,2歳未勝利,ダート,1600
202411090102,20241109,未勝利,東京,2R,2歳未勝利,芝,1600
202411090103,20241109,未勝利,東京,3R,2歳未勝利,芝,2000
202411090104,20241109,未勝利,東京,4R,2歳未勝利,ダート,1600
202411090105,20241109,新馬,東京,5R,2歳新馬,芝,1800
202411090106,20241109,新馬,東京,6R,2歳新馬,芝,1600
202411090107,20241109,1勝,東京,7R,3歳以上1勝クラス,ダート,1400
202411090108,20241109,2勝,東京,8R,3歳以上2勝クラス,ダート,1600
202411090109,20241109,1勝,東京,9R,オキザリス賞,ダート,1400
202411090110,20241109,3勝,東京,10R,奥多摩ステークス,芝,1400
202411090111,20241109,GⅢ,東京,11R,第29回 武蔵野ステークス,ダート,1600
202411090112,20241109,2勝,東京,12R,3歳以上2勝クラス,芝,1600
202411090301,20241109,未勝利,京都,1R,2歳未勝利,ダート,1200
202411090302,20241109,未勝利,京都,2R,2歳未勝利,ダート,1800
202411090303,20241109,未勝利,京都,3R,2歳未勝利,芝,2000
202411090304,20241109,新馬,京都,4R,2歳新馬,ダート,1800
202411090305,20241109,新馬,京都,5R,2歳新馬,芝,1600
202411090306,20241109,1勝,京都,6R,3歳以上1勝クラス,ダート,1800
202411090307,20241109,1勝,京都,7R,3歳以上1勝クラス,ダート,1200
202411090308,20241109,Jpn GⅢ,京都,8R,第26回 京都ジャンプステークス,障害,3170
202411090309,20241109,3勝,京都,9R,修学院ステークス,芝,2000
202411090310,20241109,オープン,京都,10R,室町ステークス,ダート,1200
202411090311,20241109,GⅡ,京都,11R,第59回 デイリー杯2歳ステークス,芝,1600
202411090312,20241109,2勝,京都,12R,3歳以上2勝クラス,芝,2400
202411090801,20241109,未勝利,福島,1R,2歳未勝利,ダート,1150
202411090802,20241109,未勝利,福島,2R,2歳未勝利,ダート,1700
202411090803,20241109,未勝利,福島,3R,2歳未勝利,芝,1200
202411090804,20241109,1勝,福島,4R,3歳以上1勝クラス,ダート,2400
202411090805,20241109,新馬,福島,5R,2歳新馬,芝,2000
202411090806,20241109,1勝,福島,6R,3歳以上1勝クラス,芝,1200
202411090807,20241109,1勝,福島,7R,3歳以上1勝クラス,ダート,1150
202411090808,20241109,1勝,福島,8R,3歳以上1勝クラス,芝,2600
202411090809,20241109,1勝,福島,9R,二本松特別,芝,2000
202411090810,20241109,2勝,福島,10R,飯坂温泉特別,芝,1200
202411090811,20241109,3勝,福島,11R,奥羽ステークス,ダート,1700
202411090812,20241109,1勝,福島,12R,3歳以上1勝クラス,芝,1200
202411100101,20241110,未勝利,東京,1R,2歳未勝利,ダート,1400
202411100102,20241110,未勝利,東京,2R,2歳未勝利,芝,1800
202411100103,20241110,未勝利,東京,3R,2歳未勝利,芝,1400
202411100104,20241110,新馬,東京,4R,2歳新馬,ダート,1300
202411100105,20241110,新馬,東京,5R,2歳新馬,芝,1600
202411100106,20241110,1勝,東京,6R,3歳以上1勝クラス,ダート,1600
202411100107,20241110,2勝,東京,7R,3歳以上2勝クラス,ダート,1400
202411100108,20241110,2勝,東京,8R,3歳以上2勝クラス,芝,1800
202411100109,20241110,3勝,東京,9R,銀嶺ステークス,ダート,1400
202411100110,20241110,3勝,東京,10R,ユートピアステークス,芝,1800
202411100111,20241110,オープン,東京,11R,オーロカップ（L）,芝,1400
202411100112,20241110,1勝,東京,12R,3歳以上1勝クラス,芝,1800
202411100301,20241110,未勝利,京都,1R,2歳未勝利,ダート,1400
202411100302,20241110,未勝利,京都,2R,2歳未勝利,ダート,1800
202411100303,20241110,未勝利,京都,3R,2歳未勝利,芝,1600
202411100304,20241110,新馬,京都,4R,2歳新馬,ダート,1400
202411100305,20241110,新馬,京都,5R,2歳新馬,芝,2000
202411100306,20241110,1勝,京都,6R,3歳以上1勝クラス,芝,2200
202411100307,20241110,2勝,京都,7R,3歳以上2勝クラス,ダート,1800
202411100308,20241110,2勝,京都,8R,3歳以上2勝クラス,ダート,1400
202411100309,20241110,1勝,京都,9R,黄菊賞,芝,2000
202411100310,20241110,3勝,京都,10R,JRAウルトラプレミアム ラッキーライラックカップ,ダート,1800
202411100311,20241110,GⅠ,京都,11R,第49回 エリザベス女王杯,芝,2200
202411100312,20241110,2勝,京都,12R,ドンカスターカップ,芝,1400
202411100801,20241110,1勝,福島,1R,3歳以上1勝クラス,ダート,1700
202411100802,20241110,未勝利,福島,2R,2歳未勝利,芝,2000
202411100803,20241110,1勝,福島,3R,3歳以上1勝クラス,ダート,1700
202411100804,20241110,未勝利,福島,4R,障害3歳以上未勝利,障害,2750
202411100805,20241110,未勝利,福島,5R,障害3歳以上未勝利,障害,2750
202411100806,20241110,新馬,福島,6R,2歳新馬,ダート,1700
202411100807,20241110,1勝,福島,7R,3歳以上1勝クラス,芝,1200
202411100808,20241110,1勝,福島,8R,3歳以上1勝クラス,芝,1800
202411100809,20241110,オープン,福島,9R,福島2歳ステークス,芝,1200
202411100810,20241110,2勝,福島,10R,福島放送賞,ダート,1700
202411100811,20241110,GⅢ,福島,11R,第60回 福島記念,芝,2000
202411100812,20241110,1勝,福島,12R,3歳以上1勝クラス,ダート,1150
202411160101,20241116,未勝利,東京,1R,2歳未勝利,ダート,1600
202411160102,20241116,未勝利,東京,2R,2歳未勝利,芝,2000
202411160103,20241116,未勝利,東京,3R,2歳未勝利,ダート,1600
202411160104,20241116,新馬,東京,4R,2歳新馬,芝,1400
202411160105,20241116,新馬,東京,5R,2歳新馬,芝,1600
202411160106,20241116,1勝,東京,6R,2歳1勝クラス,芝,1400
202411160107,20241116,1勝,東京,7R,3歳以上1勝クラス,ダート,1600
202411160108,20241116,2勝,東京,8R,3歳以上2勝クラス,ダート,1400
202411160109,20241116,2勝,東京,9R,南武特別,芝,2400
202411160110,20241116,3勝,東京,10R,晩秋ステークス,ダート,2100
202411160111,20241116,GⅡ,東京,11R,第29回 東京スポーツ杯2歳ステークス,芝,1800
202411160112,20241116,1勝,東京,12R,3歳以上1勝クラス,芝,1600
202411160301,20241116,未勝利,京都,1R,2歳未勝利,ダート,1200
202411160302,20241116,未勝利,京都,2R,2歳未勝利,ダート,1800
202411160303,20241116,未勝利,京都,3R,2歳未勝利,ダート,1400
202411160304,20241116,未勝利,京都,4R,2歳未勝利,芝,1800
202411160305,20241116,新馬,京都,5R,2歳新馬,芝,1400
202411160306,20241116,新馬,京都,6R,2歳新馬,ダート,1800
202411160307,20241116,1勝,京都,7R,3歳以上1勝クラス,ダート,1400
202411160308,20241116,2勝,京都,8R,3歳以上2勝クラス,ダート,1800
202411160309,20241116,1勝,京都,9R,秋明菊賞,芝,1400
202411160310,20241116,2勝,京都,10R,近江特別,ダート,1900
202411160311,20241116,オープン,京都,11R,アンドロメダステークス（L）,芝,2000
202411160312,20241116,2勝,京都,12R,3歳以上2勝クラス,芝,2000
202411160801,20241116,1勝,福島,1R,3歳以上1勝クラス,ダート,1150
202411160802,20241116,未勝利,福島,2R,2歳未勝利,ダート,1700
202411160803,20241116,未勝利,福島,3R,2歳未勝利,ダート,1700
202411160804,20241116,未勝利,福島,4R,障害3歳以上未勝利,障害,2770
202411160805,20241116,オープン,福島,5R,障害3歳以上オープン,障害,3380
202411160806,20241116,1勝,福島,6R,3歳以上1勝クラス,ダート,1700
202411160807,20241116,未勝利,福島,7R,2歳未勝利,芝,1800
202411160808,20241116,1勝,福島,8R,3歳以上1勝クラス,芝,1200
202411160809,20241116,1勝,福島,9R,高湯温泉特別,芝,1800
202411160810,20241116,2勝,福島,10R,西郷特別,ダート,1150
202411160811,20241116,3勝,福島,11R,キビタキステークス,芝,1200
202411160812,20241116,1勝,福島,12R,3歳以上1勝クラス,芝,2000
202411170101,20241117,未勝利,東京,1R,2歳未勝利,ダート,1300
202411170102,20241117,未勝利,東京,2R,2歳未勝利,芝,1800
202411170103,20241117,未勝利,東京,3R,2歳未勝利,芝,1600
202411170104,20241117,新馬,東京,4R,2歳新馬,ダート,1600
202411170105,20241117,新馬,東京,5R,2歳新馬,芝,2000
202411170106,20241117,1勝,東京,6R,3歳以上1勝クラス,ダート,2100
202411170107,20241117,1勝,東京,7R,3歳以上1勝クラス,ダート,1300
202411170108,20241117,2勝,東京,8R,3歳以上2勝クラス,ダート,1600
202411170109,20241117,1勝,東京,9R,赤松賞,芝,1600
202411170110,20241117,3勝,東京,10R,秋色ステークス,芝,1600
202411170111,20241117,オープン,東京,11R,霜月ステークス,ダート,1400
202411170112,20241117,2勝,東京,12R,3歳以上2勝クラス,芝,1400
202411170301,20241117,未勝利,京都,1R,2歳未勝利,芝,1200
202411170302,20241117,未勝利,京都,2R,2歳未勝利,ダート,1800
202411170303,20241117,未勝利,京都,3R,2歳未勝利,芝,1600
202411170304,20241117,新馬,京都,4R,2歳新馬,ダート,1200
202411170305,20241117,新馬,京都,5R,2歳新馬,芝,1800
202411170306,20241117,1勝,京都,6R,3歳以上1勝クラス,ダート,1400
202411170307,20241117,1勝,京都,7R,3歳以上1勝クラス,ダート,1800
202411170308,20241117,2勝,京都,8R,3歳以上2勝クラス,ダート,1200
202411170309,20241117,3勝,京都,9R,比叡ステークス,芝,2400
202411170310,20241117,3勝,京都,10R,JRAウルトラプレミアム グランアレグリアカップ,ダート,1400
202411170311,20241117,GⅠ,京都,11R,第41回 マイルチャンピオンシップ,芝,1600
202411170312,20241117,2勝,京都,12R,壬生特別,芝,1600
202411170801,20241117,未勝利,福島,1R,2歳未勝利,ダート,1150
202411170802,20241117,1勝,福島,2R,3歳以上1勝クラス,ダート,1700
202411170803,20241117,1勝,福島,3R,3歳以上1勝クラス,ダート,1700
202411170804,20241117,未勝利,福島,4R,障害3歳以上未勝利,障害,2770
202411170805,20241117,新馬,福島,5R,2歳新馬,芝,1800
202411170806,20241117,未勝利,福島,6R,2歳未勝利,芝,1200
202411170807,20241117,1勝,福島,7R,3歳以上1勝クラス,ダート,1150
202411170808,20241117,1勝,福島,8R,3歳以上1勝クラス,芝,2000
202411170809,20241117,1勝,福島,9R,磐梯山特別,芝,2600
202411170810,20241117,2勝,福島,10R,五色沼特別,芝,1800
202411170811,20241117,オープン,福島,11R,福島民友カップ（L）,ダート,1700
202411170812,20241117,1勝,福島,12R,3歳以上1勝クラス,芝,1200
202411230101,20241123,未勝利,東京,1R,2歳未勝利,ダート,1600
202411230102,20241123,未勝利,東京,2R,2歳未勝利,芝,1400
202411230103,20241123,未勝利,東京,3R,2歳未勝利,芝,1800
202411230104,20241123,新馬,東京,4R,2歳新馬,ダート,1400
202411230105,20241123,新馬,東京,5R,2歳新馬,芝,1600
202411230106,20241123,1勝,東京,6R,3歳以上1勝クラス,ダート,1600
202411230107,20241123,1勝,東京,7R,3歳以上1勝クラス,芝,2400
202411230108,20241123,2勝,東京,8R,3歳以上2勝クラス,ダート,2100
202411230109,20241123,オープン,東京,9R,カトレアステークス,ダート,1600
202411230110,20241123,3勝,東京,10R,シャングリラステークス,ダート,1400
202411230111,20241123,オープン,東京,11R,キャピタルステークス（L),芝,1600
202411230112,20241123,2勝,東京,12R,3歳以上2勝クラス,芝,1600
202411230301,20241123,未勝利,京都,1R,2歳未勝利,ダート,1400
202411230302,20241123,未勝利,京都,2R,2歳未勝利,ダート,1800
202411230303,20241123,未勝利,京都,3R,2歳未勝利,芝,2000
202411230304,20241123,未勝利,京都,4R,障害3歳以上未勝利,障害,2910
202411230305,20241123,新馬,京都,5R,2歳新馬,芝,1600
202411230306,20241123,新馬,京都,6R,2歳新馬,ダート,1800
202411230307,20241123,1勝,京都,7R,3歳以上1勝クラス,ダート,1200
202411230308,20241123,1勝,京都,8R,3歳以上1勝クラス,ダート,1900
202411230309,20241123,2勝,京都,9R,栂尾特別,ダート,1800
202411230310,20241123,2勝,京都,10R,顕彰馬選定記念 コントレイルメモリアル,芝,2200
202411230311,20241123,GⅢ,京都,11R,第11回 京都2歳ステークス,芝,2000
202411230312,20241123,2勝,京都,12R,3歳以上2勝クラス,芝,1200
202411240101,20241124,未勝利,東京,1R,2歳未勝利,ダート,1400
202411240102,20241124,未勝利,東京,2R,2歳未勝利,芝,1600
202411240103,20241124,未勝利,東京,3R,2歳未勝利,ダート,1600
202411240104,20241124,未勝利,東京,4R,2歳未勝利,芝,2000
202411240105,20241124,新馬,東京,5R,2歳新馬,ダート,1600
202411240106,20241124,新馬,東京,6R,2歳新馬,芝,1800
202411240107,20241124,1勝,東京,7R,3歳以上1勝クラス,ダート,1400
202411240108,20241124,1勝,東京,8R,ベゴニア賞,芝,1600
202411240109,20241124,2勝,東京,9R,オリエンタル賞,芝,2000
202411240110,20241124,2勝,東京,10R,アプローズ賞,ダート,1400
202411240111,20241124,3勝,東京,11R,JRAウルトラプレミアム アーモンドアイカップ,芝,2000
202411240112,20241124,GⅠ,東京,12R,第44回 ジャパンカップ（国際招待）,芝,2400
202411240301,20241124,未勝利,京都,1R,2歳未勝利,ダート,1200
202411240302,20241124,未勝利,京都,2R,2歳未勝利,ダート,1800
202411240303,20241124,未勝利,京都,3R,2歳未勝利,芝,1600
202411240304,20241124,新馬,京都,4R,2歳新馬,ダート,1400
202411240305,20241124,1勝,京都,5R,3歳以上1勝クラス,ダート,1800
202411240306,20241124,新馬,京都,6R,2歳新馬,芝,2000
202411240307,20241124,1勝,京都,7R,3歳以上1勝クラス,芝,1800
202411240308,20241124,2勝,京都,8R,3歳以上2勝クラス,ダート,1400
202411240309,20241124,3勝,京都,9R,花園ステークス,ダート,1800
202411240310,20241124,3勝,京都,10R,清水ステークス,芝,1600
202411240311,20241124,オープン,京都,11R,カノープスステークス,ダート,1900
202411240312,20241124,GⅢ,京都,12R,第69回 京阪杯,芝,1200
202411300201,20241130,未勝利,中山,1R,2歳未勝利,ダート,1200
202411300202,20241130,未勝利,中山,2R,2歳未勝利,ダート,1800
202411300203,20241130,未勝利,中山,3R,2歳未勝利,芝,2000
202411300204,20241130,未勝利,中山,4R,2歳未勝利,ダート,1800
202411300205,20241130,新馬,中山,5R,2歳新馬,芝,1200
202411300206,20241130,新馬,中山,6R,2歳新馬,ダート,1800
202411300207,20241130,1勝,中山,7R,3歳以上1勝クラス,ダート,1200
202411300208,20241130,オープン,中山,8R,イルミネーションジャンプステークス,障害,3570
202411300209,20241130,1勝,中山,9R,葉牡丹賞,芝,2000
202411300210,20241130,2勝,中山,10R,鹿島特別,ダート,1800
202411300211,20241130,GⅡ,中山,11R,第58回 ステイヤーズステークス,芝,3600
202411300212,20241130,2勝,中山,12R,3歳以上2勝クラス,芝,1200
202411300301,20241130,未勝利,京都,1R,2歳未勝利,ダート,1800
202411300302,20241130,未勝利,京都,2R,2歳未勝利,ダート,1400
202411300303,20241130,未勝利,京都,3R,2歳未勝利,ダート,1800
202411300304,20241130,新馬,京都,4R,2歳新馬,ダート,1200
202411300305,20241130,新馬,京都,5R,2歳新馬,芝,1800
202411300306,20241130,未勝利,京都,6R,2歳未勝利,芝,1400
202411300307,20241130,1勝,京都,7R,3歳以上1勝クラス,ダート,1800
202411300308,20241130,1勝,京都,8R,3歳以上1勝クラス,ダート,1400
202411300309,20241130,1勝,京都,9R,さざんか賞,芝,1200
202411300310,20241130,3勝,京都,10R,ウインズ姫路開設20周年記念 姫路ステークス,ダート,1200
202411300311,20241130,GⅢ,京都,11R,第75回 チャレンジカップ,芝,2000
202411300312,20241130,2勝,京都,12R,3歳以上2勝クラス,芝,1800
202411300501,20241130,未勝利,中京,1R,2歳未勝利,ダート,1400
202411300502,20241130,1勝,中京,2R,3歳以上1勝クラス,ダート,1200
202411300503,20241130,1勝,中京,3R,3歳以上1勝クラス,ダート,1800
202411300504,20241130,未勝利,中京,4R,2歳未勝利,芝,1200
202411300505,20241130,新馬,中京,5R,2歳新馬,ダート,1800
202411300506,20241130,1勝,中京,6R,3歳以上1勝クラス,ダート,1400
202411300507,20241130,1勝,中京,7R,3歳以上1勝クラス,ダート,1800
202411300508,20241130,1勝,中京,8R,3歳以上1勝クラス,芝,1600
202411300509,20241130,2勝,中京,9R,犬山特別,ダート,1800
202411300510,20241130,2勝,中京,10R,中京日経賞,芝,1600
202411300511,20241130,3勝,中京,11R,飛騨ステークス,芝,1400
202411300512,20241130,1勝,中京,12R,3歳以上1勝クラス,芝,2000
202412010201,20241201,未勝利,中山,1R,2歳未勝利,ダート,1200
202412010202,20241201,未勝利,中山,2R,2歳未勝利,ダート,1800
202412010203,20241201,未勝利,中山,3R,2歳未勝利,芝,1600
202412010204,20241201,新馬,中山,4R,2歳新馬,ダート,1200
202412010205,20241201,新馬,中山,5R,2歳新馬,芝,2000
202412010206,20241201,1勝,中山,6R,2歳1勝クラス,ダート,1200
202412010207,20241201,1勝,中山,7R,3歳以上1勝クラス,ダート,1800
202412010208,20241201,2勝,中山,8R,3歳以上2勝クラス,芝,2500
202412010209,20241201,3勝,中山,9R,南総ステークス,芝,1200
202412010210,20241201,3勝,中山,10R,市川ステークス,ダート,1800
202412010211,20241201,オープン,中山,11R,ラピスラズリステークス（L),芝,1200
202412010212,20241201,2勝,中山,12R,3歳以上2勝クラス,ダート,1200
202412010301,20241201,未勝利,京都,1R,2歳未勝利,ダート,1200
202412010302,20241201,未勝利,京都,2R,2歳未勝利,芝,1600
202412010303,20241201,未勝利,京都,3R,2歳未勝利,芝,1800
202412010304,20241201,未勝利,京都,4R,障害3歳以上未勝利,障害,2910
202412010305,20241201,新馬,京都,5R,2歳新馬,芝,1400
202412010306,20241201,新馬,京都,6R,2歳新馬,ダート,1800
202412010307,20241201,1勝,京都,7R,3歳以上1勝クラス,ダート,1200
202412010308,20241201,2勝,京都,8R,3歳以上2勝クラス,ダート,1400
202412010309,20241201,2勝,京都,9R,聚楽第特別,ダート,1800
202412010310,20241201,3勝,京都,10R,嵯峨野ステークス,芝,1800
202412010311,20241201,オープン,京都,11R,ギャラクシーステークス,ダート,1400
202412010312,20241201,2勝,京都,12R,3歳以上2勝クラス,芝,1400
202412010501,20241201,未勝利,中京,1R,2歳未勝利,ダート,1800
202412010502,20241201,1勝,中京,2R,3歳以上1勝クラス,ダート,1400
202412010503,20241201,1勝,中京,3R,3歳以上1勝クラス,ダート,1900
202412010504,20241201,未勝利,中京,4R,2歳未勝利,芝,1600
202412010505,20241201,未勝利,中京,5R,2歳未勝利,芝,2000
202412010506,20241201,1勝,中京,6R,3歳以上1勝クラス,ダート,1200
202412010507,20241201,1勝,中京,7R,3歳以上1勝クラス,ダート,1800
202412010508,20241201,1勝,中京,8R,3歳以上1勝クラス,芝,1400
202412010509,20241201,1勝,中京,9R,こうやまき賞,芝,1600
202412010510,20241201,2勝,中京,10R,JRAウルトラプレミアム クロフネカップ,ダート,1200
202412010511,20241201,GⅠ,中京,11R,第25回 チャンピオンズカップ,ダート,1800
202412010512,20241201,1勝,中京,12R,栄特別,芝,2200
202412070201,20241207,未勝利,中山,1R,2歳未勝利,ダート,1200
202412070202,20241207,未勝利,中山,2R,2歳未勝利,ダート,1800
202412070203,20241207,未勝利,中山,3R,2歳未勝利,芝,2000
202412070204,20241207,未勝利,中山,4R,2歳未勝利,ダート,1800
202412070205,20241207,新馬,中山,5R,2歳新馬,芝,1600
202412070206,20241207,新馬,中山,6R,2歳新馬,ダート,1800
202412070207,20241207,1勝,中山,7R,3歳以上1勝クラス,芝,1800
202412070208,20241207,1勝,中山,8R,3歳以上1勝クラス,ダート,1800
202412070209,20241207,1勝,中山,9R,黒松賞,芝,1200
202412070210,20241207,3勝,中山,10R,アクアラインステークス,ダート,1200
202412070211,20241207,3勝,中山,11R,常総ステークス,芝,1800
202412070212,20241207,2勝,中山,12R,3歳以上2勝クラス,ダート,1800
202412070301,20241207,未勝利,京都,1R,2歳未勝利,ダート,1400
202412070302,20241207,未勝利,京都,2R,2歳未勝利,ダート,1800
202412070303,20241207,未勝利,京都,3R,2歳未勝利,ダート,1200
202412070304,20241207,オープン,京都,4R,障害3歳以上オープン,障害,3170
202412070305,20241207,新馬,京都,5R,2歳新馬,芝,1200
202412070306,20241207,新馬,京都,6R,2歳新馬,ダート,1800
202412070307,20241207,未勝利,京都,7R,2歳未勝利,芝,2000
202412070308,20241207,1勝,京都,8R,3歳以上1勝クラス,ダート,1200
202412070309,20241207,1勝,京都,9R,エリカ賞,芝,2000
202412070310,20241207,2勝,京都,10R,花見小路特別,ダート,1900
202412070311,20241207,オープン,京都,11R,リゲルステークス（L）,芝,1600
202412070312,20241207,2勝,京都,12R,3歳以上2勝クラス,芝,2400
202412070501,20241207,未勝利,中京,1R,2歳未勝利,ダート,1800
202412070502,20241207,1勝,中京,2R,3歳以上1勝クラス,ダート,1400
202412070503,20241207,1勝,中京,3R,3歳以上1勝クラス,ダート,1800
202412070504,20241207,未勝利,中京,4R,2歳未勝利,芝,2000
202412070505,20241207,新馬,中京,5R,2歳新馬,ダート,1400
202412070506,20241207,1勝,中京,6R,3歳以上1勝クラス,ダート,1900
202412070507,20241207,1勝,中京,7R,3歳以上1勝クラス,芝,2200
202412070508,20241207,1勝,中京,8R,3歳以上1勝クラス,ダート,1200
202412070509,20241207,1勝,中京,9R,つわぶき賞,芝,1400
202412070510,20241207,2勝,中京,10R,鳴海特別,ダート,1800
202412070511,20241207,GⅢ,中京,11R,第60回 中日新聞杯,芝,2000
202412070512,20241207,1勝,中京,12R,3歳以上1勝クラス,芝,1200
202412080201,20241208,未勝利,中山,1R,2歳未勝利,ダート,1200
202412080202,20241208,未勝利,中山,2R,2歳未勝利,芝,1200
202412080203,20241208,未勝利,中山,3R,2歳未勝利,芝,1800
202412080204,20241208,未勝利,中山,4R,障害3歳以上未勝利,障害,2880
202412080205,20241208,新馬,中山,5R,2歳新馬,芝,1800
202412080206,20241208,新馬,中山,6R,2歳新馬,ダート,1800
202412080207,20241208,1勝,中山,7R,2歳1勝クラス,ダート,1800
202412080208,20241208,1勝,中山,8R,3歳以上1勝クラス,ダート,2500
202412080209,20241208,2勝,中山,9R,チバテレ杯,芝,2000
202412080210,20241208,オープン,中山,10R,師走ステークス（L),ダート,1800
202412080211,20241208,GⅢ,中山,11R,第17回 カペラステークス,ダート,1200
202412080212,20241208,2勝,中山,12R,3歳以上2勝クラス,芝,1600
202412080301,20241208,未勝利,京都,1R,2歳未勝利,ダート,1400
202412080302,20241208,未勝利,京都,2R,2歳未勝利,ダート,1800
202412080303,20241208,未勝利,京都,3R,2歳未勝利,芝,1600
202412080304,20241208,新馬,京都,4R,2歳新馬,ダート,1400
202412080305,20241208,新馬,京都,5R,2歳新馬,芝,1800
202412080306,20241208,1勝,京都,6R,2歳1勝クラス,ダート,1200
202412080307,20241208,1勝,京都,7R,3歳以上1勝クラス,ダート,1800
202412080308,20241208,2勝,京都,8R,3歳以上2勝クラス,ダート,1200
202412080309,20241208,3勝,京都,9R,オリオンステークス,芝,2200
202412080310,20241208,3勝,京都,10R,JRAウルトラプレミアム ブエナビスタカップ,ダート,1900
202412080311,20241208,GⅠ,京都,11R,第76回 阪神ジュベナイルフィリーズ,芝,1600
202412080312,20241208,2勝,京都,12R,鹿ケ谷特別,芝,1200
202412080501,20241208,未勝利,中京,1R,2歳未勝利,ダート,1200
202412080502,20241208,未勝利,中京,2R,2歳未勝利,ダート,1800
202412080503,20241208,1勝,中京,3R,3歳以上1勝クラス,ダート,1200
202412080504,20241208,未勝利,中京,4R,2歳未勝利,芝,1400
202412080505,20241208,新馬,中京,5R,2歳新馬,芝,2000
202412080506,20241208,1勝,中京,6R,3歳以上1勝クラス,ダート,1800
